entryNumber, fileId, fileName, subject, dish, startTimeSeconds, endTimeSeconds, startFrame, endFrame, activity, tool, toolProperties, ingredients, ingredientsProperties, containers, containersProperties, containersSource, containersDestination, className
4729, 83, s17-d74-cam-002, 17, 74, 148.339, 151.972, 4361, 4467, put inV, hand,,paper-box,coffee-filter ,counter,,counter,cupboard,put inVhandpaper boxcountercupboard
4730, 83, s17-d74-cam-002, 17, 74, 152.108, 153.843, 4471, 4522, closeV, hand,,,,cupboard,,cupboard,,closeVhandcupboard
4731, 83, s17-d74-cam-002, 17, 74, 154.047, 165.306, 4528, 4859, take outV, hand,,cup,,cupboard,,cupboard,counter,take outVhandcupplatecupboardcounter
4732, 83, s17-d74-cam-002, 17, 74, 169.387, 177.278, 4979, 5211, take outV, hand,,paper-bag,sugar ,cupboard,,cupboard,counter,take outVhandpaper bagcupboardcounter
4733, 83, s17-d74-cam-002, 17, 74, 179.965, 184.557, 5290, 5425, take outV, hand,,teaspoon,,drawer,,drawer,plate,take outVhandteaspoondrawerplate
4734, 83, s17-d74-cam-002, 17, 74, 187.653, 194.931, 5516, 5730, take outV, hand,,paper-box,milk ,fridge,,fridge,counter,take outVhandpaper boxfridgecounter
4735, 83, s17-d74-cam-002, 17, 74, 226.564, 230.476, 6660, 6775, cleanV, towel,,counter,,,,,,cleanVtowelcounter
4736, 83, s17-d74-cam-002, 17, 74, 231.972, 234.387, 6819, 6890, turn offV, hand,,towel,,,,,handle,turn offVhandtowelhandle
4737, 83, s17-d74-cam-002, 17, 74, 294.013, 298.673, 8643, 8780, turn offV, hand,,coffee-machine,,,,,,turn offVhandcoffee machine
4738, 83, s17-d74-cam-002, 17, 74, 321.428, 323.843, 9449, 9520, addV, teaspoon,,sugar,,paper-bag,sugar,paper-bag,cup,addVteaspoonsugarpaper bagcup
4739, 83, s17-d74-cam-002, 17, 74, 324.013, 325.952, 9525, 9582, addV, teaspoon,,sugar,,paper-bag,sugar,paper-bag,cup,addVteaspoonsugarpaper bagcup
4740, 83, s17-d74-cam-002, 17, 74, 327.368, 328.787, 9624, 9666, packageV, hand,,paper-bag,sugar ,counter,,counter,,packageVhandpaper bagcounter
4741, 83, s17-d74-cam-002, 17, 74, 332.38, 334.319, 9771, 9828, take apartV, hand,,carafe,coffee ,coffee-machine,,coffee-machine,,take apartVhandcarafecoffee machine
4742, 83, s17-d74-cam-002, 17, 74, 335.68, 344.829, 9868, 10137, pourV, carafe,coffee ,coffee,,carafe,coffee,carafe,cup,pourVcarafecoffeecarafecup
4743, 83, s17-d74-cam-002, 17, 74, 345.408, 347.619, 10154, 10219, assembleV, hand,,carafe,coffee ,coffee-machine,,coffee-machine,,assembleVhandcarafecoffee machine
4744, 83, s17-d74-cam-002, 17, 74, 350.17, 353.673, 10294, 10397, pourV, paper-box,milk ,milk,,paper-box,milk,paper-box,cup,pourVpaper boxmilkpaper boxcup
4745, 83, s17-d74-cam-002, 17, 74, 355.238, 363.605, 10443, 10689, stirV, teaspoon,,coffee,,cup,coffee,cup,,stirVteaspooncoffeecup
4746, 83, s17-d74-cam-002, 17, 74, 364.761, 366.36, 10723, 10770, unplugV, hand,,electricity-plug,,electricity-column,,electricity-column,,unplugVhandelectricity plugelectricity column
4747, 83, s17-d74-cam-002, 17, 74, 366.77, 368.367, 10783, 10829, push downV, hand,,electricity-column,,,,,,push downVhandelectricity column
4748, 83, s17-d74-cam-002, 17, 74, 371.02, 372.2, 10907, 10942, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
4749, 83, s17-d74-cam-002, 17, 74, 372.278, 375.85, 10944, 11049, put inV, hand,,paper-bag,sugar ,,,,cupboard,put inVhandpaper bagcupboard
4750, 83, s17-d74-cam-002, 17, 74, 377.07, 383.061, 11085, 11261, put inV, hand,,paper-box,milk ,counter,,counter,fridge,put inVhandpaper boxcounterfridge
4751, 84, s18-d11-cam-002, 18, 11, 5.306, 7.006, 155, 205, enterV, ,,,,,,,,enterV
4752, 84, s18-d11-cam-002, 18, 11, 15.022, 31.53, 441, 926, washV, hand,,hand,,,,,,washVhandhand
4753, 84, s18-d11-cam-002, 18, 11, 32.044, 33.401, 942, 981, shakeV, hand,,hand,,,,,,shakeVhandhand
4754, 84, s18-d11-cam-002, 18, 11, 34.489, 38.333, 1013, 1126, dryV, towel,,hand,,,,,,dryVtowelhand
4755, 84, s18-d11-cam-002, 18, 11, 38.639, 40.884, 1135, 1201, hangV, hand,,towel,,,,,hook,hangVhandtowelhook
4756, 84, s18-d11-cam-002, 18, 11, 43.911, 50.306, 1290, 1478, take outV, hand,,blender,,drawer,,drawer,counter,take outVhandblenderdrawercounter
4757, 84, s18-d11-cam-002, 18, 11, 60.468, 65.17, 1777, 1915, take outV, hand,,measuring-pitcher,,drawer,,drawer,counter,take outVhandmeasuring pitcherdrawercounter
4758, 84, s18-d11-cam-002, 18, 11, 68.503, 78.129, 2013, 2296, washV, hand,,measuring-pitcher,,,,,,washVhandmeasuring pitcher
4759, 84, s18-d11-cam-002, 18, 11, 87.026, 99.659, 2558, 2929, take outV, hand,,fruit,,cupboard,,cupboard,sink,take outVhandfruitcupboardsink
4760, 84, s18-d11-cam-002, 18, 11, 100.986, 102.993, 2968, 3027, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
4761, 84, s18-d11-cam-002, 18, 11, 103.331, 116.428, 3037, 3422, take outV, hand,,fruit,,cupboard,,cupboard,sink,take outVhandfruitcupboardsink
4762, 84, s18-d11-cam-002, 18, 11, 116.754, 131.224, 3432, 3857, washV, hand,,peach,,,,,,washVhandpeach
4763, 84, s18-d11-cam-002, 18, 11, 132.613, 137.925, 3898, 4054, washV, hand,,orange,,,,,,washVhandorange
4764, 84, s18-d11-cam-002, 18, 11, 140.136, 145.68, 4119, 4282, washV, hand,,plum,,,,,,washVhandplum
4765, 84, s18-d11-cam-002, 18, 11, 147.585, 155.238, 4338, 4563, washV, hand,,pear,,,,,,washVhandpear
4766, 84, s18-d11-cam-002, 18, 11, 157.05, 164.84, 4617, 4846, washV, hand,,pear,,,,,,washVhandpear
4767, 84, s18-d11-cam-002, 18, 11, 165.714, 171.156, 4871, 5031, washV, hand,,kiwi,,,,,,washVhandkiwi
4768, 84, s18-d11-cam-002, 18, 11, 172.857, 175.646, 5081, 5163, throw in garbageV, hand,,garbage,,,,,,throw in garbageVhandgarbage
4769, 84, s18-d11-cam-002, 18, 11, 176.1, 181.824, 5177, 5345, dryV, towel,,hand,,,,,,dryVtowelhand
4770, 84, s18-d11-cam-002, 18, 11, 181.864, 183.605, 5346, 5397, hangV, hand,,towel,,,,,hook,hangVhandtowelhook
4771, 84, s18-d11-cam-002, 18, 11, 186.778, 198.095, 5491, 5823, take outV, hand,,knife,,drawer,,drawer,,take outVhandknifedrawer
4772, 84, s18-d11-cam-002, 18, 11, 199.353, 206.802, 5860, 6079, take outV, hand,,cutting-board,,drawer,,drawer,,take outVhandcutting boarddrawer
4773, 84, s18-d11-cam-002, 18, 11, 208.265, 210.714, 6122, 6194, take outV, hand,,cutting-board,,drawer,,drawer,,take outVhandcutting boarddrawer
4774, 84, s18-d11-cam-002, 18, 11, 210.884, 212.891, 6199, 6258, take outV, hand,,squeezer,,drawer,,drawer,sink,take outVhandsqueezerdrawersink
4775, 84, s18-d11-cam-002, 18, 11, 213.061, 215.374, 6263, 6331, closeV, hand,,drawer,,,,,,closeVhanddrawer
4776, 84, s18-d11-cam-002, 18, 11, 223.905, 228.537, 6582, 6718, cut off endsV, knife,,pear,,cutting-board,,cutting-board,,cut off endsVknifepearcutting board
4777, 84, s18-d11-cam-002, 18, 11, 230.952, 232.142, 6789, 6824, moveV, hand,,plum,,counter,,counter,cutting-board,moveVhandplumcountercutting board
4778, 84, s18-d11-cam-002, 18, 11, 232.38, 235.272, 6831, 6916, cut apartV, knife,,pear,,cutting-board,,cutting-board,,cut apartVknifepearcutting board
4779, 84, s18-d11-cam-002, 18, 11, 235.606, 246.612, 6926, 7250, cut out insideV, knife,,pear,,,,,,cut out insideVknifepear
4780, 84, s18-d11-cam-002, 18, 11, 248.945, 256.462, 7318, 7539, cut out insideV, knife,,pear,,cutting-board,,cutting-board,,cut out insideVknifepearcutting board
4781, 84, s18-d11-cam-002, 18, 11, 256.462, 258.435, 7539, 7597, pull apartV, knife,,pear,,cutting-board,,cutting-board,,pull apartVknifepearcutting board
4782, 84, s18-d11-cam-002, 18, 11, 261.054, 264.761, 7674, 7783, take outV, hand,,spoon,,drawer,,drawer,,take outVhandspoondrawer
4783, 84, s18-d11-cam-002, 18, 11, 264.761, 268.163, 7783, 7883, cut out insideV, spoon,,pear,,cutting-board,,cutting-board,,cut out insideVspoonpearcutting board
4784, 84, s18-d11-cam-002, 18, 11, 275.504, 281.124, 8099, 8265, cutV, knife,,plum,,cutting-board,,cutting-board,,cutVknifeplumcutting board
4785, 84, s18-d11-cam-002, 18, 11, 281.66, 283.469, 8280, 8333, pull apartV, hand,,plum,piece ,cutting-board,,cutting-board,,pull apartVhandplumcutting board
4786, 84, s18-d11-cam-002, 18, 11, 285.844, 297.755, 8403, 8753, pull apartV, spoon,,stone,plum ,cutting-board,,cutting-board,,pull apartVspoonstoneplumcutting board
4787, 84, s18-d11-cam-002, 18, 11, 301.75, 308.651, 8871, 9074, cutV, knife,,peach,,cutting-board,,cutting-board,,cutVknifepeachcutting board
4788, 84, s18-d11-cam-002, 18, 11, 309.001, 309.863, 9084, 9109, pull apartV, hand,,peach,piece ,cutting-board,,cutting-board,,pull apartVhandpeachcutting board
4789, 84, s18-d11-cam-002, 18, 11, 310.204, 311.768, 9119, 9165, cut off endsV, knife,,peach,half ,cutting-board,,cutting-board,,cut off endsVknifepeachcutting board
4790, 84, s18-d11-cam-002, 18, 11, 314.199, 315.442, 9237, 9273, smellV, hand,,peach,half ,,,,,smellVhandpeach
4791, 84, s18-d11-cam-002, 18, 11, 317.687, 323.225, 9339, 9502, cut out insideV, spoon,,peach,half ,cutting-board,,cutting-board,,cut out insideVspoonpeachcutting board
4792, 84, s18-d11-cam-002, 18, 11, 325, 330.272, 9555, 9709, cut out insideV, spoon,,peach,half ,cutting-board,,cutting-board,,cut out insideVspoonpeachcutting board
4793, 84, s18-d11-cam-002, 18, 11, 333.231, 336.562, 9796, 9894, cut out insideV, spoon,,peach,half ,cutting-board,,cutting-board,,cut out insideVspoonpeachcutting board
4794, 84, s18-d11-cam-002, 18, 11, 340.232, 341.462, 10002, 10038, smellV, hand,,peach,half ,,,,,smellVhandpeach
4795, 84, s18-d11-cam-002, 18, 11, 343.061, 345.34, 10085, 10152, throw in garbageV, hand,,peach,half ,,,,,throw in garbageVhandpeach
4796, 84, s18-d11-cam-002, 18, 11, 349.387, 350.918, 10271, 10316, pull apartV, hand,,stone,peach ,cutting-board,,cutting-board,,pull apartVhandstonepeachcutting board
4797, 84, s18-d11-cam-002, 18, 11, 352.947, 354.948, 10376, 10435, smellV, hand,,peach,half ,,,,,smellVhandpeach
4798, 84, s18-d11-cam-002, 18, 11, 356.394, 358.129, 10477, 10528, throw in garbageV, hand,,peach,half ,,,,,throw in garbageVhandpeach
4799, 84, s18-d11-cam-002, 18, 11, 359.863, 363.401, 10579, 10683, take outV, hand,,peach,,cupboard,,cupboard,,take outVhandpeachcupboard
4800, 84, s18-d11-cam-002, 18, 11, 365.646, 375.034, 10749, 11025, washV, hand,,peach,,,,,,washVhandpeach
4801, 84, s18-d11-cam-002, 18, 11, 377.749, 380.476, 11105, 11185, cut off endsV, knife,,peach,,cutting-board,,cutting-board,,cut off endsVknifepeachcutting board
4802, 84, s18-d11-cam-002, 18, 11, 383.877, 388.537, 11285, 11422, cut apartV, knife,,peach,,cutting-board,,cutting-board,,cut apartVknifepeachcutting board
4803, 84, s18-d11-cam-002, 18, 11, 389.421, 391.666, 11448, 11514, cut out insideV, hand,,stone,peach ,cutting-board,,cutting-board,,cut out insideVhandstonepeachcutting board
4804, 84, s18-d11-cam-002, 18, 11, 392.721, 398.503, 11545, 11715, cut out insideV, spoon,,stone,peach ,cutting-board,,cutting-board,,cut out insideVspoonstonepeachcutting board
4805, 84, s18-d11-cam-002, 18, 11, 404.319, 405.872, 11886, 11932, throw in garbageV, hand,,stone,peach ,,,,,throw in garbageVhandstone
4806, 84, s18-d11-cam-002, 18, 11, 409.131, 410.396, 12028, 12065, throw in garbageV, hand,,garbage,,,,,,throw in garbageVhandgarbage
4807, 84, s18-d11-cam-002, 18, 11, 411.428, 413.197, 12095, 12147, throw in garbageV, hand,,garbage,,,,,,throw in garbageVhandgarbage
4808, 84, s18-d11-cam-002, 18, 11, 414.047, 418.503, 12172, 12303, washV, hand,,hand,,,,,,washVhandhand
4809, 84, s18-d11-cam-002, 18, 11, 420.68, 434.795, 12367, 12782, cut out insideV, spoon,,peach,half ,cutting-board,,cutting-board,,cut out insideVspoonpeachcutting board
4810, 84, s18-d11-cam-002, 18, 11, 439.863, 443.605, 12931, 13041, throw in garbageV, hand,,garbage,,,,,,throw in garbageVhandgarbage
4811, 84, s18-d11-cam-002, 18, 11, 445.78, 449.421, 13105, 13212, washV, hand,,hand,,,,,,washVhandhand
4812, 84, s18-d11-cam-002, 18, 11, 449.795, 451.394, 13223, 13270, shakeV, hand,,hand,,,,,,shakeVhandhand
4813, 84, s18-d11-cam-002, 18, 11, 460.272, 461.428, 13531, 13565, moveV, hand,,measuring-pitcher,,counter,,counter,counter,moveVhandmeasuring pitchercountercounter
4814, 84, s18-d11-cam-002, 18, 11, 463.089, 466.02, 13614, 13700, cut apartV, knife,,pear,half ,cutting-board,,cutting-board,,cut apartVknifepearcutting board
4815, 84, s18-d11-cam-002, 18, 11, 466.02, 470.204, 13700, 13823, cut diceV, knife,,pear,piece ,cutting-board,,cutting-board,,cut diceVknifepearcutting board
4816, 84, s18-d11-cam-002, 18, 11, 470.714, 472.891, 13838, 13902, addV, hand,,pear,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandpearcutting boardmeasuring pitcher
4817, 84, s18-d11-cam-002, 18, 11, 473.707, 477.108, 13926, 14026, cut apartV, knife,,pear,piece ,cutting-board,,cutting-board,,cut apartVknifepearcutting board
4818, 84, s18-d11-cam-002, 18, 11, 477.108, 482.687, 14026, 14190, cut diceV, knife,,pear,piece ,cutting-board,,cutting-board,,cut diceVknifepearcutting board
4819, 84, s18-d11-cam-002, 18, 11, 482.719, 487.346, 14191, 14327, addV, hand,,pear,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandpearcutting boardmeasuring pitcher
4820, 84, s18-d11-cam-002, 18, 11, 489.829, 493.197, 14400, 14499, cut apartV, knife,,pear,half ,cutting-board,,cutting-board,,cut apartVknifepearcutting board
4821, 84, s18-d11-cam-002, 18, 11, 499.591, 506.87, 14687, 14901, cut apartV, knife,,plum,half ,cutting-board,,cutting-board,,cut apartVknifeplumcutting board
4822, 84, s18-d11-cam-002, 18, 11, 507.925, 513.977, 14932, 15110, cut diceV, knife,,pear,piece ,cutting-board,,cutting-board,,cut diceVknifepearcutting board
4823, 84, s18-d11-cam-002, 18, 11, 514.523, 515.918, 15126, 15167, addV, hand,,pear,diced ,cutting-board,,cutting-board,,addVhandpearcutting board
4824, 84, s18-d11-cam-002, 18, 11, 516.814, 520.918, 15194, 15314, cut diceV, knife,,pear,piece ,cutting-board,,cutting-board,,cut diceVknifepearcutting board
4825, 84, s18-d11-cam-002, 18, 11, 521.598, 523.877, 15334, 15401, addV, hand,,pear,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandpearcutting boardmeasuring pitcher
4826, 84, s18-d11-cam-002, 18, 11, 525.204, 527.517, 15440, 15508, cut diceV, knife,,plum,piece ,cutting-board,,cutting-board,,cut diceVknifeplumcutting board
4827, 84, s18-d11-cam-002, 18, 11, 528.061, 531.116, 15524, 15614, addV, hand,,plum,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandplumcutting boardmeasuring pitcher
4828, 84, s18-d11-cam-002, 18, 11, 532.346, 539.455, 15650, 15859, cut apartV, knife,,plum,half ,cutting-board,,cutting-board,,cut apartVknifeplumcutting board
4829, 84, s18-d11-cam-002, 18, 11, 539.931, 542.414, 15873, 15946, addV, hand,,plum,piece ,cutting-board,,cutting-board,measuring-pitcher,addVhandplumcutting boardmeasuring pitcher
4830, 84, s18-d11-cam-002, 18, 11, 543.367, 545.202, 15974, 16028, cut diceV, hand,,plum,piece ,cutting-board,,cutting-board,,cut diceVhandplumcutting board
4831, 84, s18-d11-cam-002, 18, 11, 545.832, 546.564, 16047, 16068, addV, hand,,plum,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandplumcutting boardmeasuring pitcher
4832, 84, s18-d11-cam-002, 18, 11, 547.04, 547.975, 16082, 16110, cut diceV, hand,,plum,piece ,cutting-board,,cutting-board,,cut diceVhandplumcutting board
4833, 84, s18-d11-cam-002, 18, 11, 548.299, 549.041, 16119, 16141, addV, hand,,peach,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandpeachcutting boardmeasuring pitcher
4834, 84, s18-d11-cam-002, 18, 11, 550.238, 552.789, 16176, 16251, cut apartV, knife,,peach,half ,cutting-board,,cutting-board,,cut apartVknifepeachcutting board
4835, 84, s18-d11-cam-002, 18, 11, 553.537, 556.462, 16273, 16359, cut diceV, knife,,peach,piece ,cutting-board,,cutting-board,,cut diceVknifepeachcutting board
4836, 84, s18-d11-cam-002, 18, 11, 556.972, 559.709, 16374, 16455, addV, hand,,peach,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandpeachcutting boardmeasuring pitcher
4837, 84, s18-d11-cam-002, 18, 11, 560.782, 563.809, 16486, 16575, cut diceV, knife,,peach,piece ,cutting-board,,cutting-board,,cut diceVknifepeachcutting board
4838, 84, s18-d11-cam-002, 18, 11, 564.387, 566.19, 16592, 16645, addV, hand,,peach,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandpeachcutting boardmeasuring pitcher
4839, 84, s18-d11-cam-002, 18, 11, 567.755, 571.666, 16691, 16806, cut apartV, knife,,peach,half ,cutting-board,,cutting-board,,cut apartVknifepeachcutting board
4840, 84, s18-d11-cam-002, 18, 11, 571.666, 577.068, 16806, 16965, cut diceV, knife,,peach,piece ,cutting-board,,cutting-board,,cut diceVknifepeachcutting board
4841, 84, s18-d11-cam-002, 18, 11, 577.721, 584.455, 16984, 17182, addV, hand,,peach,diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandpeachcutting boardmeasuring pitcher
4842, 84, s18-d11-cam-002, 18, 11, 589.761, 593.401, 17338, 17445, cut off endsV, knife,,kiwi,,cutting-board,,cutting-board,,cut off endsVknifekiwicutting board
4843, 84, s18-d11-cam-002, 18, 11, 595, 611.632, 17493, 17981, peelV, knife,,kiwi,,,,,,peelVknifekiwi
4844, 84, s18-d11-cam-002, 18, 11, 616.768, 620.986, 18132, 18256, cut apartV, knife,,kiwi,peeled ,cutting-board,,cutting-board,,cut apartVknifekiwicutting board
4845, 84, s18-d11-cam-002, 18, 11, 620.986, 624.965, 18256, 18373, cut diceV, knife,,kiwi,peeled piece ,cutting-board,,cutting-board,,cut diceVknifekiwicutting board
4846, 84, s18-d11-cam-002, 18, 11, 625.748, 627.312, 18396, 18442, addV, hand,,kiwi,peeled diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandkiwicutting boardmeasuring pitcher
4847, 84, s18-d11-cam-002, 18, 11, 628.027, 630.306, 18463, 18530, cut apartV, knife,,kiwi,peeled piece ,cutting-board,,cutting-board,,cut apartVknifekiwicutting board
4848, 84, s18-d11-cam-002, 18, 11, 630.306, 633.809, 18530, 18633, cut diceV, knife,,kiwi,peeled piece ,cutting-board,,cutting-board,,cut diceVknifekiwicutting board
4849, 84, s18-d11-cam-002, 18, 11, 634.455, 636.972, 18652, 18726, addV, hand,,kiwi,peeled diced ,cutting-board,,cutting-board,measuring-pitcher,addVhandkiwicutting boardmeasuring pitcher
4850, 84, s18-d11-cam-002, 18, 11, 639.92, 643.741, 18813, 18925, throw in garbageV, hand,,peel,kiwi ,,,,,throw in garbageVhandpeel
4851, 84, s18-d11-cam-002, 18, 11, 644.149, 648.537, 18937, 19066, washV, hand,,sponge-cloth,,,,,,washVhandsponge cloth
4852, 84, s18-d11-cam-002, 18, 11, 650.634, 652.619, 19128, 19186, cleanV, sponge-cloth,,drawer,,,,,,cleanVsponge clothdrawer
4853, 84, s18-d11-cam-002, 18, 11, 653.333, 654.931, 19207, 19254, washV, hand,,hand,,,,,,washVhandhand
4854, 84, s18-d11-cam-002, 18, 11, 658.605, 661.156, 19362, 19437, moveV, hand,,cutting-board,,counter,,counter,counter,moveVhandcutting boardcountercounter
4855, 84, s18-d11-cam-002, 18, 11, 668.197, 676.054, 19644, 19875, washV, hand,,squeezer,bowl ,,,,,washVhandsqueezer
4856, 84, s18-d11-cam-002, 18, 11, 686.53, 691.7, 20183, 20335, washV, hand,,lid,squeezer ,,,,,washVhandlid
4857, 84, s18-d11-cam-002, 18, 11, 694.829, 695.646, 20427, 20451, put lidV, hand,,lid,squeezer ,squeezer,,squeezer,,put lidVhandlidsqueezer
4858, 84, s18-d11-cam-002, 18, 11, 697.517, 698.537, 20506, 20536, moveV, hand,,squeezer,,cutting-board,,cutting-board,counter,moveVhandsqueezercutting boardcounter
4859, 84, s18-d11-cam-002, 18, 11, 700.374, 703.061, 20590, 20669, cut off endsV, knife,,orange,,cutting-board,,cutting-board,,cut off endsVknifeorangecutting board
4860, 84, s18-d11-cam-002, 18, 11, 708.537, 711.734, 20830, 20924, cut apartV, knife,,orange,,cutting-board,,cutting-board,,cut apartVknifeorangecutting board
4861, 84, s18-d11-cam-002, 18, 11, 715.34, 769.115, 21030, 22611, squeezeV, squeezer,,orange,half ,squeezer,,squeezer,,squeezeVsqueezerorangesqueezer
4862, 84, s18-d11-cam-002, 18, 11, 774.863, 787.176, 22780, 23142, cut out insideV, knife,,seed,orange ,,,,,cut out insideVknifeseedorange
4863, 84, s18-d11-cam-002, 18, 11, 791.938, 793.155, 23282, 23318, dryV, towel,,hand,,,,,,dryVtowelhand
4864, 84, s18-d11-cam-002, 18, 11, 793.741, 797.448, 23335, 23444, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
4865, 84, s18-d11-cam-002, 18, 11, 801.972, 817.857, 23577, 24044, sliceV, knife,,orange,half ,cutting-board,,cutting-board,,sliceVknifeorangecutting board
4866, 84, s18-d11-cam-002, 18, 11, 820.986, 822.551, 24136, 24182, cutV, knife,,orange,sliced ,cutting-board,,cutting-board,,cutVknifeorangecutting board
4867, 84, s18-d11-cam-002, 18, 11, 824.523, 826.258, 24240, 24291, throw in garbageV, hand,,peel,orange ,,,,,throw in garbageVhandpeel
4868, 84, s18-d11-cam-002, 18, 11, 828.367, 832.346, 24353, 24470, cut apartV, knife,,lemon,,cutting-board,,cutting-board,,cut apartVknifelemoncutting board
4869, 84, s18-d11-cam-002, 18, 11, 834.047, 838.333, 24520, 24646, sliceV, knife,,lemon,piece ,cutting-board,,cutting-board,,sliceVknifelemoncutting board
4870, 84, s18-d11-cam-002, 18, 11, 839.285, 840.748, 24674, 24717, cutV, knife,,lemon,piece ,cutting-board,,cutting-board,,cutVknifelemoncutting board
4871, 84, s18-d11-cam-002, 18, 11, 843.741, 853.129, 24805, 25081, cut out insideV, knife,,seed,lemon ,cutting-board,,cutting-board,,cut out insideVknifeseedlemoncutting board
4872, 84, s18-d11-cam-002, 18, 11, 854.013, 868.605, 25107, 25536, squeezeV, squeezer,,lemon,half ,squeezer,,squeezer,,squeezeVsqueezerlemonsqueezer
4873, 84, s18-d11-cam-002, 18, 11, 871.394, 877.074, 25618, 25785, moveV, spoon,,seed,lemon ,lemon,half,lemon,cutting-board,moveVspoonseedlemoncutting board
4874, 84, s18-d11-cam-002, 18, 11, 878.265, 888.027, 25820, 26107, squeezeV, squeezer,,lemon,half ,squeezer,,squeezer,,squeezeVsqueezerlemonsqueezer
4875, 84, s18-d11-cam-002, 18, 11, 890.714, 892.108, 26186, 26227, throw in garbageV, hand,,peel,lemon ,,,,,throw in garbageVhandpeel
